id	word	lemma	pos	bigrams	entailment	
d	c	c	c	c	d
203	0.625	0.666666666667	0.666666666667	0.866666666667	YES
205	0.571428571429	0.625	0.625	0.860465116279	NO
206	0.714285714286	0.75	0.75	0.857142857143	YES
208	0.545454545455	0.583333333333	0.583333333333	0.685185185185	NO
219	0.5	0.6	0.4	0.888888888889	YES
226	0.875	0.818181818182	0.818181818182	0.859649122807	NO
228	0.166666666667	0.571428571429	0.428571428571	0.666666666667	NO
235	0.166666666667	0.285714285714	0.285714285714	0.736842105263	YES
236	0.416666666667	0.461538461538	0.461538461538	0.661971830986	NO
237	0.272727272727	0.25	0.25	0.685185185185	NO
243	0.5	0.6	0.533333333333	0.77380952381	NO
245	0.4	0.5	0.5	0.648648648649	NO
248	0.428571428571	0.5	0.5	0.765957446809	NO
250	0.333333333333	0.428571428571	0.428571428571	0.512195121951	NO
251	0.428571428571	0.4	0.4	0.692307692308	YES
255	0.714285714286	0.75	0.75	0.891304347826	NO
263	0.714285714286	0.75	0.75	0.828571428571	NO
264	0.166666666667	0.142857142857	0.142857142857	0.684210526316	YES
271	0.545454545455	0.5	0.5	0.833333333333	YES
274	0.5	0.727272727273	0.636363636364	0.88679245283	YES
275	0.25	0.230769230769	0.230769230769	0.647887323944	YES
282	0.4	0.5	0.5	0.774193548387	YES
287	0.5	1.0	0.8	0.870967741935	NO
291	0.6	0.666666666667	0.666666666667	0.823529411765	YES
293	0.181818181818	0.25	0.166666666667	0.518518518519	YES
297	0.5	0.538461538462	0.538461538462	0.704225352113	YES
298	0.166666666667	0.285714285714	0.285714285714	0.69387755102	NO
303	0.5	0.727272727273	0.636363636364	0.754716981132	NO
304	0.857142857143	0.866666666667	0.8	0.880952380952	YES
305	0.5	0.555555555556	0.555555555556	0.763636363636	NO
307	0.333333333333	0.428571428571	0.285714285714	0.62962962963	YES
310	0.909090909091	0.833333333333	0.75	0.925925925926	NO
322	0.272727272727	0.416666666667	0.416666666667	0.551724137931	YES
327	0.6	0.666666666667	0.666666666667	0.677419354839	YES
328	0.5	0.666666666667	0.555555555556	0.717391304348	YES
346	0.4	0.333333333333	0.333333333333	0.354838709677	YES
351	0.375	0.444444444444	0.444444444444	0.6	NO
352	0.333333333333	0.428571428571	0.428571428571	0.833333333333	NO
354	0.625	0.777777777778	0.777777777778	0.733333333333	YES
355	0.428571428571	0.5	0.5	0.685714285714	YES
362	0.5	0.8	0.8	0.645161290323	YES
363	0.5	0.6	0.6	0.8	YES
364	0.714285714286	0.75	0.75	0.851063829787	NO
367	0.25	0.4	0.4	0.733333333333	YES
369	0.444444444444	0.4	0.4	0.783333333333	YES
370	0.428571428571	0.5	0.5	0.782608695652	NO
371	0.571428571429	0.6	0.6	0.785714285714	YES
380	0.714285714286	0.75	0.75	0.785714285714	NO
385	0.333333333333	0.428571428571	0.428571428571	0.69387755102	NO
386	0.454545454545	0.416666666667	0.416666666667	0.574074074074	NO
390	0.571428571429	0.625	0.625	0.628571428571	NO
391	0.2	0.454545454545	0.363636363636	0.660377358491	NO
395	0.571428571429	0.625	0.625	0.765957446809	NO
399	0.5	0.6	0.6	0.733333333333	NO
411	0.666666666667	0.571428571429	0.571428571429	0.609756097561	NO
415	0.5	0.625	0.625	0.727272727273	YES
422	0.75	0.777777777778	0.777777777778	0.8	YES
429	0.5	0.571428571429	0.571428571429	0.815789473684	NO
454	0.6	0.666666666667	0.666666666667	0.785714285714	NO
461	0.142857142857	0.25	0.25	0.418181818182	NO
462	0.8	0.833333333333	0.833333333333	0.838709677419	YES
465	0.666666666667	0.714285714286	0.714285714286	0.947368421053	YES
467	0.833333333333	0.857142857143	0.857142857143	0.933333333333	YES
471	0.571428571429	0.75	0.75	0.914893617021	YES
487	0.428571428571	0.5	0.5	0.880952380952	NO
488	0.75	0.8	0.8	0.857142857143	NO
489	0.75	0.888888888889	0.777777777778	0.844444444444	YES
493	0.5	0.6	0.6	0.84	YES
498	1.0	0.909090909091	0.909090909091	0.982456140351	YES
499	0.428571428571	0.4	0.3	0.676923076923	YES
503	0.333333333333	0.571428571429	0.571428571429	0.740740740741	YES
505	0.6	0.666666666667	0.666666666667	0.809523809524	NO
513	0.6	0.833333333333	0.666666666667	0.794117647059	YES
514	0.625	0.777777777778	0.777777777778	0.893617021277	YES
515	1.0	0.8	0.6	0.92	NO
516	0.6	0.666666666667	0.333333333333	0.756756756757	NO
517	0.5	0.571428571429	0.571428571429	0.690476190476	NO
520	0.363636363636	0.333333333333	0.333333333333	0.703703703704	NO
523	0.363636363636	0.416666666667	0.416666666667	0.740740740741	YES
528	0.5	0.571428571429	0.571428571429	0.789473684211	YES
536	0.6	0.666666666667	0.666666666667	0.810810810811	YES
539	0.444444444444	0.5	0.4	0.683333333333	NO
541	0.833333333333	0.857142857143	0.857142857143	0.90243902439	YES
551	0.5	0.666666666667	0.666666666667	0.644444444444	YES
554	1.0	0.6	0.6	0.925925925926	NO
555	0.666666666667	0.857142857143	0.714285714286	0.9	YES
563	0.666666666667	0.714285714286	0.571428571429	0.866666666667	NO
564	0.25	0.4	0.4	0.533333333333	YES
569	0.4	0.333333333333	0.333333333333	0.451612903226	NO
571	0.833333333333	0.571428571429	0.571428571429	0.851851851852	YES
572	0.142857142857	0.375	0.25	0.702127659574	NO
583	0.5	0.4	0.2	0.92	NO
584	0.625	0.888888888889	0.777777777778	0.869565217391	YES
585	0.571428571429	0.625	0.625	0.761904761905	YES
588	0.8	0.833333333333	0.666666666667	0.84375	NO
590	0.5	0.571428571429	0.571428571429	0.857142857143	NO
591	0.25	0.6	0.6	0.733333333333	NO
592	0.833333333333	0.857142857143	0.857142857143	0.880952380952	NO
594	0.5	0.428571428571	0.428571428571	0.815789473684	NO
599	0.6	0.727272727273	0.636363636364	0.849056603774	NO
601	0.666666666667	0.857142857143	0.857142857143	0.866666666667	NO
603	0.8	0.833333333333	0.833333333333	0.935483870968	YES
607	1.0	1.0	1.0	0.952380952381	YES
614	0.333333333333	0.1	0.1	0.8	YES
624	0.25	0.4	0.4	0.5	NO
630	0.4	0.333333333333	0.333333333333	0.58064516129	YES
636	0.833333333333	0.875	0.875	0.860465116279	YES
640	0.428571428571	0.466666666667	0.466666666667	0.714285714286	NO
656	0.285714285714	0.25	0.25	0.6	NO
660	0.714285714286	0.75	0.75	0.771428571429	NO
690	0.5	0.6	0.6	0.8	NO
693	0.5	0.4	0.4	0.666666666667	NO
695	1.0	0.714285714286	0.714285714286	0.925925925926	YES
697	0.4	0.333333333333	0.333333333333	0.58064516129	NO
700	0.3	0.454545454545	0.454545454545	0.77358490566	NO
705	0.833333333333	1.0	1.0	0.979591836735	YES
708	0.363636363636	0.416666666667	0.416666666667	0.796296296296	NO
710	0.5	0.666666666667	0.666666666667	0.787234042553	YES
716	0.333333333333	0.428571428571	0.428571428571	0.740740740741	YES
717	0.25	0.6	0.6	0.642857142857	YES
723	0.5	0.625	0.5	0.636363636364	NO
724	0.428571428571	0.5	0.5	0.5	NO
725	0.75	0.6	0.4	0.925925925926	YES
726	0.714285714286	0.75	0.75	0.891304347826	YES
728	0.833333333333	0.857142857143	0.857142857143	0.878048780488	NO
734	0.571428571429	0.625	0.625	0.595744680851	NO
735	1.0	1.0	0.75	0.97619047619	NO
737	0.571428571429	0.625	0.625	0.785714285714	YES
739	0.5	0.6	0.6	0.833333333333	NO
742	0.75	0.6	0.4	0.8	NO
748	0.857142857143	0.875	0.875	0.857142857143	NO
750	0.625	0.777777777778	0.666666666667	0.755555555556	NO
753	0.4	0.333333333333	0.333333333333	0.58064516129	NO
754	1.0	0.6	0.6	0.92	YES
756	0.625	0.777777777778	0.666666666667	0.708333333333	YES
757	0.666666666667	0.714285714286	0.714285714286	0.880952380952	YES
759	0.25	0.111111111111	0.111111111111	0.525	YES
762	0.375	0.555555555556	0.555555555556	0.688888888889	NO
763	0.642857142857	0.6	0.533333333333	0.845238095238	YES
767	0.625	0.272727272727	0.272727272727	0.80701754386	NO
773	0.666666666667	0.714285714286	0.714285714286	0.9	YES
778	0.222222222222	0.2	0.2	0.833333333333	YES
779	0.5	0.444444444444	0.444444444444	0.791666666667	YES
781	0.142857142857	0.25	0.25	0.563636363636	NO
785	0.25	0.6	0.6	0.766666666667	NO
791	0.833333333333	0.857142857143	0.857142857143	0.904761904762	NO
792	0.6	0.666666666667	0.666666666667	0.903225806452	YES
795	0.636363636364	0.666666666667	0.666666666667	0.775862068966	NO
6	0.888888888889	0.9	0.9	0.944444444444	YES
7	0.714285714286	0.875	0.75	0.928571428571	NO
8	0.846153846154	0.642857142857	0.571428571429	0.882978723404	NO
10	0.727272727273	0.75	0.75	0.844827586207	NO
17	0.9	0.75	0.75	0.955882352941	YES
20	0.4	0.571428571429	0.571428571429	0.783783783784	NO
27	1.0	1.0	1.0	0.973684210526	NO
32	0.5	0.666666666667	0.666666666667	0.756097560976	YES
36	1.0	1.0	1.0	0.951219512195	YES
38	0.833333333333	0.875	0.875	0.935483870968	YES
42	0.7	0.454545454545	0.454545454545	0.903846153846	NO
45	0.75	0.777777777778	0.777777777778	0.983333333333	YES
48	1.0	0.833333333333	0.833333333333	0.947368421053	NO
49	0.666666666667	0.714285714286	0.571428571429	0.846153846154	NO
50	0.777777777778	0.928571428571	0.928571428571	0.944444444444	YES
51	0.833333333333	0.857142857143	0.714285714286	0.891891891892	NO
52	0.5	0.6	0.6	0.838709677419	NO
56	0.7	0.818181818182	0.727272727273	0.826923076923	NO
59	0.857142857143	1.0	1.0	0.973684210526	NO
67	0.6	0.545454545455	0.545454545455	0.78	NO
71	0.857142857143	0.875	0.875	0.894736842105	YES
78	0.6	0.5	0.5	0.657142857143	YES
79	0.333333333333	0.714285714286	0.571428571429	0.777777777778	YES
80	0.857142857143	0.875	0.75	0.974358974359	YES
84	0.916666666667	0.923076923077	0.923076923077	0.952380952381	NO
95	0.666666666667	0.818181818182	0.727272727273	0.818181818182	NO
98	0.5	0.555555555556	0.555555555556	0.641025641026	NO
100	0.8	0.75	0.666666666667	0.928571428571	YES
101	0.666666666667	0.777777777778	0.666666666667	0.891304347826	YES
104	0.777777777778	0.8	0.7	0.958333333333	NO
105	0.181818181818	0.25	0.25	0.491803278689	NO
111	0.857142857143	1.0	1.0	0.90625	NO
119	0.833333333333	0.875	0.875	0.914893617021	YES
125	0.857142857143	0.777777777778	0.777777777778	0.815789473684	NO
129	0.571428571429	0.7	0.7	0.838709677419	YES
136	0.666666666667	0.857142857143	0.714285714286	0.8125	NO
145	0.8	0.857142857143	0.714285714286	0.914285714286	NO
147	0.5	0.714285714286	0.714285714286	0.885714285714	YES
151	0.666666666667	0.714285714286	0.571428571429	0.870967741935	YES
152	0.833333333333	0.857142857143	0.857142857143	0.935483870968	NO
153	0.833333333333	0.714285714286	0.714285714286	0.9375	YES
162	1.0	1.0	0.875	0.974358974359	YES
163	0.6	0.833333333333	0.833333333333	0.892857142857	YES
169	0.833333333333	0.857142857143	0.857142857143	0.888888888889	NO
173	1.0	1.0	1.0	0.983606557377	NO
181	0.714285714286	0.733333333333	0.733333333333	0.907692307692	NO
183	1.0	1.0	0.857142857143	0.911764705882	NO
185	0.75	1.0	0.8	0.923076923077	YES
187	0.833333333333	0.714285714286	0.714285714286	0.911764705882	NO
194	0.888888888889	0.8	0.8	0.949152542373	NO
202	0.8	0.833333333333	0.666666666667	0.961538461538	YES
209	0.5	0.4	0.4	0.677419354839	NO
212	0.857142857143	0.909090909091	0.909090909091	0.962962962963	YES
216	0.8	0.833333333333	0.833333333333	0.923076923077	YES
221	0.4	0.833333333333	0.666666666667	0.852941176471	NO
230	1.0	0.857142857143	0.857142857143	0.967741935484	NO
234	0.769230769231	0.8	0.8	0.746478873239	YES
238	0.75	1.0	1.0	0.966101694915	YES
246	0.875	0.888888888889	0.888888888889	1.0	NO
249	0.8	0.818181818182	0.727272727273	0.787234042553	NO
254	0.875	0.777777777778	0.666666666667	0.871794871795	NO
260	0.555555555556	0.6	0.6	0.720930232558	NO
270	0.833333333333	0.857142857143	0.857142857143	0.918918918919	YES
273	0.625	0.666666666667	0.666666666667	0.844444444444	NO
277	1.0	1.0	1.0	0.979166666667	YES
283	0.8	0.833333333333	0.833333333333	0.885714285714	NO
284	0.714285714286	0.75	0.75	0.767441860465	YES
288	0.833333333333	0.875	0.875	0.96875	YES
300	1.0	1.0	0.833333333333	0.962962962963	NO
301	0.8	1.0	1.0	0.931034482759	YES
302	0.888888888889	0.9	0.9	0.901960784314	YES
311	1.0	1.0	1.0	0.904761904762	YES
312	0.8	0.714285714286	0.714285714286	0.921052631579	YES
313	0.714285714286	0.625	0.5	0.926829268293	NO
314	0.6	0.833333333333	0.833333333333	0.703703703704	NO
318	0.777777777778	0.8	0.8	0.863636363636	YES
321	0.8	1.0	1.0	1.0	NO
325	0.5	0.545454545455	0.545454545455	0.64	NO
329	0.714285714286	0.733333333333	0.666666666667	0.857142857143	YES
331	1.0	1.0	1.0	1.0	YES
333	0.4	0.692307692308	0.538461538462	0.785714285714	NO
334	1.0	1.0	1.0	0.967741935484	YES
335	1.0	1.0	1.0	1.0	YES
336	0.75	0.833333333333	0.833333333333	0.909090909091	NO
342	0.666666666667	0.875	0.875	0.9375	YES
344	0.25	0.6	0.6	0.882352941176	NO
350	0.75	0.888888888889	0.777777777778	0.921568627451	YES
361	0.888888888889	1.0	0.9	0.964285714286	YES
365	0.5	0.666666666667	0.5	0.785714285714	NO
375	0.75	0.777777777778	0.666666666667	0.842105263158	NO
381	0.6	0.833333333333	0.833333333333	0.882352941176	YES
387	0.6	0.833333333333	0.833333333333	0.933333333333	YES
388	1.0	1.0	1.0	1.0	YES
